SL Malinga	81	100	0.81
I Sharma	37	46	0.804347826087
AJ Finch	911	769	1.18465539662
H Das	2	5	0.4
JD Unadkat	3	8	0.375
ML Hayden	1107	838	1.32100238663
Sandeep Sharma	11	19	0.578947368421
Shahid Afridi	81	46	1.76086956522
N Saini	140	143	0.979020979021
J Syed Mohammad	29	27	1.07407407407
DW Steyn	165	159	1.03773584906
Kamran Akmal	128	78	1.64102564103
VRV Singh	4	3	1.33333333333
CJ McKay	8	15	0.533333333333
TM Srivastava	8	11	0.727272727273
SPD Smith	961	744	1.29166666667
S Kaul	9	11	0.818181818182
Joginder Sharma	36	30	1.2
MF Maharoof	177	124	1.42741935484
Y Gnaneswara Rao	19	18	1.05555555556
JE Taylor	3	4	0.75
JEC Franklin	327	309	1.05825242718
LJ Wright	106	63	1.68253968254
NJ Maddinson	20	21	0.952380952381
KK Cooper	39	28	1.39285714286
KAJ Roach	10	9	1.11111111111
VVS Laxman	282	271	1.0405904059
RS Bopara	531	468	1.13461538462
Mohammed Shami	3	8	0.375
P Awana	5	14	0.357142857143
Shoaib Malik	52	49	1.0612244898
KL Rahul	328	315	1.04126984127
VY Mahesh	15	28	0.535714285714
WD Parnell	63	80	0.7875
V Pratap Singh	0	1	0.0
MS Wade	22	33	0.666666666667
DT Patil	13	13	1.0
CK Langeveldt	8	9	0.888888888889
DAJ Bracewell	12	9	1.33333333333
MR Marsh	219	190	1.15263157895
Sandeep Sharma (1)	0	1	0.0
KMDN Kulasekara	5	3	1.66666666667
Shami Ahmed	5	10	0.5
RR Sarwan	73	78	0.935897435897
Anirudh Singh	63	69	0.913043478261
CA Pujara	390	403	0.967741935484
DH Yagnik	170	142	1.19718309859
Q de Kock	281	226	1.24336283186
Salman Butt	193	172	1.12209302326
S Ladda	0	10	0.0
DA Warner	2525	1860	1.35752688172
DA Miller	1319	913	1.44468784228
U Chand	78	89	0.876404494382
RT Ponting	91	129	0.705426356589
AB McDonald	123	103	1.19417475728
KP Appanna	2	4	0.5
MJ Clarke	98	96	1.02083333333
BA Bhatt	6	7	0.857142857143
J Arunkumar	23	24	0.958333333333
AG Paunikar	49	61	0.803278688525
T Kohli	11	20	0.55
Mandeep Singh	924	760	1.21578947368
M de Lange	1	2	0.5
GJ Maxwell	739	464	1.59267241379
AA Jhunjhunwala	217	218	0.995412844037
YA Abdulla	0	1	0.0
LR Shukla	405	358	1.1312849162
AG Murtaza	10	14	0.714285714286
RJ Peterson	32	32	1.0
SN Khan	111	72	1.54166666667
KK Nair	520	396	1.31313131313
UT Yadav	75	76	0.986842105263
R Rampaul	51	52	0.980769230769
RN ten Doeschate	326	238	1.36974789916
YS Chahal	2	3	0.666666666667
KD Karthik	2207	1819	1.21330401319
DJ Harris	111	103	1.07766990291
MA Agarwal	761	637	1.19466248038
DB Das	304	267	1.13857677903
S Randiv	2	4	0.5
Bipul Sharma	105	74	1.41891891892
JP Faulkner	396	285	1.38947368421
M Klinger	73	78	0.935897435897
UA Birla	7	15	0.466666666667
S Vidyut	145	115	1.26086956522
HH Gibbs	886	837	1.05854241338
AP Tare	313	245	1.27755102041
Ankit Sharma	59	50	1.18
AL Menaria	401	367	1.09264305177
SM Katich	241	191	1.26178010471
Misbah-ul-Haq	117	82	1.42682926829
DS Kulkarni	62	83	0.746987951807
Pankaj Singh	7	12	0.583333333333
Shakib Al Hasan	383	290	1.32068965517
HH Pandya	112	68	1.64705882353
Yashpal Singh	47	67	0.701492537313
KS Williamson	31	29	1.06896551724
LPC Silva	40	27	1.48148148148
SA Asnodkar	423	352	1.20170454545
B Laughlin	4	9	0.444444444444
AR Patel	268	242	1.10743801653
L Ronchi	34	37	0.918918918919
WPUJC Vaas	81	73	1.1095890411
AP Majumdar	87	77	1.12987012987
BR Dunk	40	36	1.11111111111
R Bhatia	292	253	1.15415019763
R Tewatia	16	13	1.23076923077
PA Patel	1750	1591	1.09993714645
DT Christian	341	299	1.14046822742
A Ashish Reddy	233	166	1.40361445783
SP Fleming	196	171	1.14619883041
Harpreet Singh	20	26	0.769230769231
T Taibu	31	26	1.19230769231
ND Doshi	0	13	0.0
MA Khote	24	22	1.09090909091
SMSM Senanayake	10	17	0.588235294118
S Rana	91	82	1.10975609756
AB de Villiers	2570	1812	1.41832229581
UBT Chand	222	220	1.00909090909
TM Dilshan	1153	1047	1.10124164279
RG Sharma	3385	2624	1.2900152439
A Nehra	40	62	0.645161290323
Harbhajan Singh	691	483	1.43064182195
JO Holder	16	12	1.33333333333
C Madan	15	21	0.714285714286
Gurkeerat Singh	229	193	1.18652849741
MS Bisla	798	737	1.08276797829
M Kaif	259	258	1.00387596899
Shoaib Ahmed	1	6	0.166666666667
CM Gautam	169	158	1.06962025316
SM Harwood	9	14	0.642857142857
PJ Cummins	0	2	0.0
R Sharma	66	77	0.857142857143
Sunny Gupta	0	1	0.0
MK Pandey	1571	1393	1.12778176597
STR Binny	625	501	1.24750499002
DJ Thornely	39	54	0.722222222222
DR Smith	1822	1419	1.28400281889
BB McCullum	2080	1680	1.2380952381
AB Agarkar	179	160	1.11875
SK Raina	3699	2735	1.35246800731
M Vohra	567	444	1.27702702703
C Nanda	0	1	0.0
P Kumar	308	287	1.07317073171
OA Shah	506	405	1.24938271605
V Kohli	3137	2580	1.21589147287
IC Pandey	0	2	0.0
WP Saha	1053	811	1.29839704069
